12246,2799,Satavahana Festival Special,Vijayawada Junction,Secunderabad Junction
12247,2800,Satavahana Festival Special,Secunderabad Junction,Vijayawada Junction
12248,12713,Satavahana Super Fast Express,Vijayawada Junction,Secunderabad Junction
12249,12714,Satavahana Super Fast Express,Secunderabad Junction,Vijayawada Junction
12250,51674,Satna - Itarsi Passenger,Satna Junction,Itarsi Junction
12251,51768,Satna - Katni Passenger,Satna Junction,Katni Junction
12252,5672,Satna Itarsi Express Special,Satna Junction,Itarsi Junction
12253,51672,Satna Itarsi Passenger,Satna Junction,Itarsi Junction
12254,6626,Satna Katni MEMU Special,Satna Junction,Katni Junction
12255,5763,Satna Manikpur Express Special,Satna Junction,Manikpur Junction
12256,5765,Satna Manikpur Express Special,Satna Junction,Manikpur Junction
12257,6637,Satna Manikpur MEMU Special,Satna Junction,Manikpur Junction
12258,6635,Satna Manikpur MEMU Special,Satna Junction,Manikpur Junction
12259,51763,Satna Manikpur Passenger,Satna Junction,Manikpur Junction
12260,51765,Satna Manikpur Passenger,Satna Junction,Manikpur Junction
12261,10002,Satpura Express,Jabalpur Jn Ng,Balaghat
12262,15273,Satyagraha Express,Raxaul Junction,Anand Vihar Terminus
12263,15274,Satyagraha Express,Anand Vihar Terminus,Raxaul Junction
12264,5273,Satyagraha Express Special,Raxaul Junction,Anand Vihar Terminus
12265,5274,Satyagraha Express Special,Anand Vihar Terminus,Raxaul Junction
12266,19017,Sau Janata Express,Bandra Terminus,Jamnagar
12267,19018,Sau Janata Express,Jamnagar,Bandra Terminus
12268,19215,Saurashtra Express,Mumbai Central,Porbandar
12269,19216,Saurashtra Express,Porbandar,Mumbai Central
12270,19015,Saurashtra Express,Mumbai Central,Porbandar
12271,19016,Saurashtra Express,Porbandar,Mumbai Central
12272,19217,Saurashtra Janta Express,Bandra Terminus,Veraval Junction
12273,19218,Saurashtra Janta Express,Veraval Junction,Bandra Terminus
12274,9217,Saurashtra Janta Special,Bandra Terminus,Veraval Junction
12275,9218,Saurashtra Janta Special,Veraval Junction,Bandra Terminus
12276,22945,Saurashtra Mail,Mumbai Central,Okha
12277,22946,Saurashtra Mail,Okha,Mumbai Central
12278,19005,Saurashtra Mail,Mumbai Central,Okha
12279,19006,Saurashtra Mail,Okha,Mumbai Central
12280,2946,Saurashtra Mail Special,Okha,Mumbai Central
12281,2945,Saurashtra Mail Special,Mumbai Central,Okha
12282,4762,Sawai Madhopur Jaipur Mela Special,Suratgarh Junction,Shri Ganganagar Junction
12283,54793,Sawai Madhopur Mathura Passenger,Sawai Madhopur,Mathura Junction
12284,10106,Sawantwadi Road Diva Passenger,Sawantwadi Road,Diva Junction
12285,1507,Sawantwadi Road Madgaon Express Special,Sawantwadi Road,Madgaon Junction
12286,50107,Sawantwadi Road Madgaon Passenger,Sawantwadi Road,Madgaon Junction
12287,1106,Sawantwadi Road Mumbai CSMT Ganapati Special,Jhansi Junction,Kolkata
12288,1110,Sawantwadi Road Mumbai CSMT Ganapati Special,Manduadih,Lokmanya Tilak Terminus
12289,1102,Sawantwadi Road Mumbai CSMT Ganapati Special,Manduadih,Dadar Central
12290,1228,Sawantwadi Road Mumbai CSMT Ganapati Special,Sawantwadi Road,Chhatrapati Shivaji Maharaj Terminus
12291,1002,Sawantwadi Road Mumbai CST Weekly Special,Sawantwadi Road,Mumbai
12292,9002,Sawantwadi Road Mumbai Ganapati Special,Sawantwadi Road,Mumbai Central
12293,1038,Sawantwadi Road Mumbai LTT Special Fare Special,Sawantwadi Road,Lokmanya Tilak Terminus
12294,1138,Sawantwadi Road Mumbai LTT Specialfare Special,Ahmedabad Junction,Nagpur Junction
12295,1232,Sawantwadi Road Panvel Ganpati Special,Sawantwadi Road,Panvel Junction
12296,1168,Sawantwadi Road-Lokmanya Tilak Terminus Weekly Special,Hatia,Lokmanya Tilak Terminus
12297,19115,Sayaji Nagari Express,Dadar (WR),Bhuj
12298,19116,Sayaji Nagari Express,Bhuj,Dadar (WR)
12299,9116,Sayaji Nagari Super Fast Special,Bhuj,Dadar (WR)
12300,9115,Sayaji Nagari Super Fast Special,Dadar (WR),Bhuj
12301,20908,Sayaji Nagari Superfast Express,Bhuj,Dadar (WR)
12302,20907,Sayaji Nagari Superfast Express,Dadar (WR),Bhuj
12303,2437,SC-NDLS Raj SPL,Secunderabad Junction,Hazrat Nizamuddin
12304,15616,SCL-ghy Express,Silchar,Guwahati
12305,11050,Scsmt Kolhapur Ahmedabad Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Ahmedabad Junction
12306,12147,Scsmt Kolhapur Hazrat Nizamuddin Super Fast Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Hazrat Nizamuddin
12307,2047,Scsmt Kolhapur Hazrat Nizamuddin Weekly Super Fast Special,Chhatrapati Shahu Maharaj Terminus Kolhapur,Hazrat Nizamuddin
12308,11304,Scsmt Kolhapur Manuguru Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Manuguru
12309,71418,Scsmt Kolhapur Miraj DEMU,Chhatrapati Shahu Maharaj Terminus Kolhapur,Miraj Junction
12310,71422,Scsmt Kolhapur Miraj DEMU,Chhatrapati Shahu Maharaj Terminus Kolhapur,Miraj Junction
12311,1404,Scsmt Kolhapur Nagpur Special,Chhatrapati Shahu Maharaj Terminus Kolhapur,Nagpur Junction
12312,71420,Scsmt Kolhapur Pune DEMU,Chhatrapati Shahu Maharaj Terminus Kolhapur,Pune Junction
12313,71424,Scsmt Kolhapur Sangli DEMU,Chhatrapati Shahu Maharaj Terminus Kolhapur,Sangli
12314,71430,Scsmt Kolhapur Satara DEMU,Chhatrapati Shahu Maharaj Terminus Kolhapur,Satara
12315,1542,Scsmt Kolhapur Satara DEMU Special,Chhatrapati Shahu Maharaj Terminus Kolhapur,Satara
12316,11052,Scsmt Kolhapur Solapur Express,Chhatrapati Shahu Maharaj Terminus Kolhapur,Solapur Junction
12317,53183,Sealdah - Lalgola Fast Passenger,Sealdah,Lalgola
12318,53173,Sealdah - Lalgola Passenger,Sealdah,Lalgola
12319,53131,Sealdah - Muzaffarpur Fast Passenger,Sealdah,Muzaffarpur Junction
12320,13115,Sealdah - Rampur Hat Intercity,Sealdah,Rampur Hat Junction
12321,3173,Sealdah Agartala Kanchanjunga Festival Special,Sealdah,Agartala
12322,12987,Sealdah Ajmer Super Fast Express,Sealdah,Ajmer Junction
12323,2987,Sealdah Ajmer Super Fast Special Fare Special,Sealdah,Ajmer Junction
12324,12379,Sealdah Amritsar Jallianwala Bagh Express,Sealdah,Amritsar Junction
12325,2379,Sealdah Amritsar Jallianwala Bagh Super Fast Special,Sealdah,Amritsar Junction
12326,13119,Sealdah Anand Vihar Terminal Express,Sealdah,Anand Vihar Terminus
12327,2265,Sealdah Anand Vihar Terminal Special Fare AC Summer Special,Delhi Sarai Rohilla,Jammu Tawi
12328,2383,Sealdah Asansol Intercity Special,Sealdah,Asansol Junction
12329,12383,Sealdah Asansol Super Fast Intercity Express,Sealdah,Asansol Junction
12330,13105,Sealdah Ballia Express,Sealdah,Ballia
12331,3105,Sealdah Ballia Special,Sealdah,Ballia
12332,12259,Sealdah Bikaner AC Duronto Express,Sealdah,Bikaner Junction
12333,2287,Sealdah Bikaner AC Duronto Special,Sealdah,Bikaner Junction
12334,22317,Sealdah Jammu Tawi Humsafar Express,Sealdah,Jammu Tawi
12335,73151,Sealdah Jangipur Road DEMU,Sealdah,Jangipur Road
12336,3177,Sealdah Jangipur Road MEMU Special,Sealdah,Jangipur Road
12337,53177,Sealdah Lalgola Fast Passenger,Sealdah,Lalgola
12338,3127,Sealdah Lalgola Gangasagar Mela Special,Sealdah,Lalgola
12339,63107,Sealdah Lalgola MEMU,Sealdah,Lalgola
12340,63103,Sealdah Lalgola MEMU,Sealdah,Lalgola
12341,63105,Sealdah Lalgola MEMU,Sealdah,Lalgola
12342,3115,Sealdah Lalgola MEMU Special,Sealdah,Lalgola
12343,3195,Sealdah Lalgola MEMU Special,Sealdah,Lalgola
12344,3197,Sealdah Lalgola MEMU Special,Sealdah,Lalgola
12345,53171,Sealdah Lalgola Passenger,Sealdah,Lalgola
12346,53175,Sealdah Lalgola Passenger,Sealdah,Lalgola
12347,53181,Sealdah Lalgola Passenger,Sealdah,Lalgola
12348,3171,Sealdah Lalgola Passenger Special,Sealdah,Lalgola
12349,3183,Sealdah Lalgola Passenger Special,Sealdah,Lalgola
12350,3189,Sealdah Lalgola Passenger Special,Sealdah,Lalgola
12351,3191,Sealdah Lalgola Passenger Special,Sealdah,Lalgola
12352,3179,Sealdah Mumbai LTT Weekly Special Fare Summer Special,Sealdah,Lokmanya Tilak Terminus
12353,2313,Sealdah New Delhi Covid 19 AC Special,Sealdah,New Delhi
12354,12313,Sealdah New Delhi Rajdhani Express,Sealdah,New Delhi
12355,2201,Sealdah Puri Duronto Covid 19 Special,Sealdah,Puri
12356,22201,Sealdah Puri Duronto Express,Sealdah,Puri
12357,12373,Sealdah Rampurhat Intercity Express,Sealdah,Rampur Hat Junction
12358,63141,Sealdah Rampurhat Memu,Sealdah,Rampur Hat Junction
12359,3111,Sealdah Rampurhat MEMU Special,Sealdah,Rampur Hat Junction
12360,53135,Sealdah Rampurhat Passenger,Sealdah,Rampur Hat Junction
12361,63111,Sealdah Ranaghat MEMU,Sealdah,Ranaghat Junction
12362,3139,Sealdah Ranaghat MEMU Special,Sealdah,Ranaghat Junction
12363,3175,Sealdah Silchar Kanchanjunga Festival Special,Sealdah,Silchar
12364,13123,Sealdah Sitamarhi Express,Sealdah,Sitamarhi Junction
12365,13133,Sealdah Varanasi Express,Sealdah,Varanasi Junction
12366,2263,Sealdah-Ajmer Junction Special,Pune Junction,Hazrat Nizamuddin
12367,7007,Secunderabad - Darbhanga Special,Secunderabad Junction,Darbhanga Junction
12368,17223,Secunderabad - Kurnool Inter City Express,Secunderabad Junction,Kurnool City
12369,57485,Secunderabad - Mirzapali Passenger,Secunderabad Junction,Mirzapalli
12370,7030,Secunderabad Agartala Special Fare Summer Special,Secunderabad Junction,Agartala
12371,8408,Secunderabad Bhubaneswar AC Special,Ahmedabad Junction,Khurda Road Junction
12372,17010,Secunderabad Bidar Intercity Express,Secunderabad Junction,Bidar
12373,7010,Secunderabad Bidar Intercity Special,Secunderabad Junction,Bidar
12374,7037,Secunderabad Bikaner Special Fare Special,Secunderabad Junction,Bikaner Junction
12375,77611,Secunderabad Bolarum DEMU,Secunderabad Junction,Bolarum
12376,7449,Secunderabad Brahmapur Sankranti Clone Special,Secunderabad Junction,Brahmapur
12377,82718,Secunderabad Brahmapur Suvidha Sankranti Special,Secunderabad Junction,Brahmapur
12378,7051,Secunderabad Chhapra Summer Special Fare Special,Secunderabad Junction,Ballia
12379,7760,Secunderabad Chittapur MEMU Express Special,Secunderabad Junction,Chittapur
12380,2787,Secunderabad Danapur Clone Special,Secunderabad Junction,Danapur
12381,7460,Secunderabad Danapur Super Fast Diwali Special,Secunderabad Junction,Danapur
12382,12791,Secunderabad Danapur Super Fast Express,Secunderabad Junction,Danapur
12383,2791,Secunderabad Danapur Super Fast Special,Secunderabad Junction,Danapur
12384,17007,Secunderabad Darbhanga Express,Secunderabad Junction,Darbhanga Junction
12385,2590,Secunderabad Gorakhpur Express Special,Secunderabad Junction,Gorakhpur Junction
12386,12590,Secunderabad Gorakhpur Super Fast Express,Secunderabad Junction,Gorakhpur Junction
12387,12706,Secunderabad Guntur Intercity Super Fast Express,Secunderabad Junction,Guntur Junction
12388,2706,Secunderabad Guntur Intercity Super Fast Special,Secunderabad Junction,Guntur Junction
12389,7149,Secunderabad Guwahati Special Fare Special,Secunderabad Junction,Kamakhya Junction
12390,12513,Secunderabad Guwahati Super Fast Express,Secunderabad Junction,Guwahati
12391,2513,Secunderabad Guwahati Weekly Special Fare Super Fast Special,Secunderabad Junction,Guwahati
12392,2285,Secunderabad Hazrat Nizamuddin Covid 19 Duronto Special,Secunderabad Junction,Hazrat Nizamuddin
12393,12285,Secunderabad Hazrat Nizamuddin Duronto Express,Secunderabad Junction,Hazrat Nizamuddin
12394,12437,Secunderabad Hazrat Nizamuddin Rajdhani Express,Secunderabad Junction,Hazrat Nizamuddin
12395,17037,Secunderabad Hisar Express,Secunderabad Junction,Hisar Junction
12396,2789,Secunderabad Hisar Special,Secunderabad Junction,Hisar Junction
12397,19714,Secunderabad Jaipur Express,Secunderabad Junction,Jaipur Junction
12398,9714,Secunderabad Jaipur Weekly Special,Secunderabad Junction,Jaipur Junction
12399,22737,Secunderabad Junction Hisar,Secunderabad Junction,Hisar Junction
12400,7003,Secunderabad Junction Kakinada Town,Hyderabad Deccan,Raxaul Junction
12401,7454,Secunderabad Junction Kakinada Town Special,Secunderabad Junction,Kakinada Town Junction
12402,7434,Secunderabad Junction Kakinada Town Special,Visakhapatnam Junction,Vijayawada Junction
12403,7578,Secunderabad Junction Machilipatnam Special,Secunderabad Junction,Machilipatnam
12404,7453,Secunderabad Junction Tirupati Special,Secunderabad Junction,Tirupati
12405,82723,Secunderabad Kakinada Suvidha Special,Secunderabad Junction,Kakinada Town Junction
12406,7461,Secunderabad Kazipet Intercity Festival Special,Secunderabad Junction,Kazipet Junction
12407,77603,Secunderabad Manoharabad DEMU,Secunderabad Junction,Manoharabad
12408,77613,Secunderabad Manoharabad DEMU,Secunderabad Junction,Manoharabad
12409,77617,Secunderabad Manoharabad DEMU,Secunderabad Junction,Manoharabad
12410,7795,Secunderabad Manoharabad DEMU Express Special,Secunderabad Junction,Manoharabad
12411,17026,Secunderabad Manuguru Express,Secunderabad Junction,Manuguru
12412,12745,Secunderabad Manuguru Superfast Express,Secunderabad Junction,Manuguru
12413,2745,Secunderabad Manuguru Superfast Special,Secunderabad Junction,Manuguru
12414,77615,Secunderabad Medchal DEMU,Secunderabad Junction,Medchal
12415,7074,Secunderabad Medchal MEMU Special,Secunderabad Junction,Medchal
12416,7062,Secunderabad Medchal MEMU Special,Secunderabad Junction,Medchal
12417,7072,Secunderabad Medchal MEMU Special,Secunderabad Junction,Medchal
12418,77601,Secunderabad Medchal Suburban,Secunderabad Junction,Medchal
12419,77607,Secunderabad Medchal Suburban,Secunderabad Junction,Medchal
12420,77619,Secunderabad Medchal Suburban,Secunderabad Junction,Medchal
12421,12220,Secunderabad Mumbai LTT AC Duronto Express,Secunderabad Junction,Lokmanya Tilak Terminus
12422,2235,Secunderabad Mumbai LTT AC Duronto Special,Secunderabad Junction,Lokmanya Tilak Terminus
12423,7145,Secunderabad Nagarsol Specialfare Special,Secunderabad Junction,Nagarsol
12424,260,Secunderabad Nagercoil Special,Secunderabad Junction,Nagercoil Junction
12425,7440,Secunderabad Narasapur Festival Special,Secunderabad Junction,Narasapur
12426,7569,Secunderabad Nizamabad Intercity Festival Special,Secunderabad Junction,Nizamabad Junction
12427,7151,Secunderabad Patna Special Fare Holi Special,Secunderabad Junction,Patna Junction
12428,9203,Secunderabad Porbandar Special,Secunderabad Junction,Porbandar
12429,19201,Secunderabad Porbandar Weekly Express,Secunderabad Junction,Porbandar
12430,12026,Secunderabad Pune Shatabdi Express,Secunderabad Junction,Pune Junction
12431,2771,Secunderabad Raipur Super Fast Covid 19 Special,Secunderabad Junction,Raipur Junction
12432,12771,Secunderabad Raipur Super Fast Express,Secunderabad Junction,Raipur Junction
12433,17018,Secunderabad Rajkot Express,Secunderabad Junction,Rajkot Junction
12434,2756,Secunderabad Rajkot Festival Special,Secunderabad Junction,Rajkot Junction
12435,22718,Secunderabad Rajkot Super Fast Express,Secunderabad Junction,Rajkot Junction
12436,7685,Secunderabad Rameswaram Special Fare Special,Secunderabad Junction,Rameswaram
12437,7091,Secunderabad Raxaul Special Fare Special,Secunderabad Junction,Raxaul Junction
12438,57651,Secunderabad Repalle Passenger,Secunderabad Junction,Repalle
12439,17002,Secunderabad Sainagar Shirdi Express,Secunderabad Junction,Sainagar Shirdi Terminus
12440,7002,Secunderabad Sainagar Shirdi Special,Secunderabad Junction,Sainagar Shirdi Terminus
12441,12774,Secunderabad Shalimar AC Super Fast Express,Secunderabad Junction,Kolkata Shalimar
12442,2774,Secunderabad Shalimar AC Super Fast Special,Secunderabad Junction,Kolkata Shalimar
12443,2450,Secunderabad Shalimar Super Fast Special Fare Special,Secunderabad Junction,Kolkata Shalimar
12444,22850,Secunderabad Shalimar Superfast Express,Secunderabad Junction,Kolkata Shalimar
12445,2757,Secunderabad Sirpur Kaghaznagar Festival Special,Secunderabad Junction,Sirpur Kaghaznagar
12446,7465,Secunderabad Sirpur Kaghaznagar Intercity Festival Special,Secunderabad Junction,Sirpur Kaghaznagar
12447,7026,Secunderabad Srikakulam Road Sankranti Festival Special,Secunderabad Junction,Raxaul Junction
12448,67250,Secunderabad Tandur MEMU,Secunderabad Junction,Chittapur
12449,7429,Secunderabad Tirupati Special,Hyderabad Deccan,Tirupati
12450,12732,Secunderabad Tirupati Super Fast Express,Secunderabad Junction,Tirupati
12451,2732,Secunderabad Tirupati Super Fast Festival Special,Secunderabad Junction,Tirupati
12452,7055,Secunderabad Umdanagar MEMU Special,Secunderabad Junction,Umdanagar
12453,7077,Secunderabad Umdanagar MEMU Special,Secunderabad Junction,Umdanagar
12454,7059,Secunderabad Umdanagar MEMU Special,Secunderabad Junction,Umdanagar
12455,77630,Secunderabad Umdanagar Suburban,Secunderabad Junction,Umdanagar
12456,7567,Secunderabad Vijayawada Intercity Festival Special,Secunderabad Junction,Vijayawada Junction
12457,7192,Secunderabad Vijayawada Jansadharan Special,Secunderabad Junction,Vijayawada Junction
12458,7456,Secunderabad Vijayawada Special Fare Special,Secunderabad Junction,Vijayawada Junction
12459,57605,Secunderabad Vikarabad Passenger,Secunderabad Junction,Vikarabad Junction
12460,6044,Secunderabad Villupuram Specialfare Special,Secunderabad Junction,Villupuram Junction
12461,22204,Secunderabad Visakhapatnam AC Duronto Express,Secunderabad Junction,Visakhapatnam Junction
12462,2204,Secunderabad Visakhapatnam AC Duronto Special,Secunderabad Junction,Visakhapatnam Junction
12463,12784,Secunderabad Visakhapatnam AC Super Fast Express,Secunderabad Junction,Visakhapatnam Junction
12464,2784,Secunderabad Visakhapatnam AC Super Fast Special,Secunderabad Junction,Visakhapatnam Junction
12465,12740,Secunderabad Visakhapatnam Garib Rath Express,Secunderabad Junction,Visakhapatnam Junction
12466,2740,Secunderabad Visakhapatnam Garib Rath Special,Secunderabad Junction,Visakhapatnam Junction
12467,8586,Secunderabad Visakhapatnam Special Fare Special,Secunderabad Junction,Visakhapatnam Junction
12468,8580,Secunderabad Visakhapatnam Special Fare Special,Secunderabad Junction,Visakhapatnam Junction
12469,8522,Secunderabad Visakhapatnam Specialfare Special,Visakhapatnam Junction,Gunupur
12470,82725,Secunderabad Visakhapatnam Suvidha Special,Secunderabad Junction,Visakhapatnam Junction
12471,12735,Secunderabad Yesvantpur Garib Rath Express,Secunderabad Junction,Yesvantpur Junction
12472,2735,Secunderabad Yesvantpur Garib Rath Special,Secunderabad Junction,Yesvantpur Junction
12473,67264,Secundrabad Warangal Push Pull Passenger,Secunderabad Junction,Warangal
12474,12487,Seemanchal Express,Jogbani,Anand Vihar Terminus
12475,12488,Seemanchal Express,Anand Vihar Terminus,Jogbani
12476,22487,Seemanchal Link Express,Radhikapur,Katihar Junction
12477,4069,Seemanchal Super Fast Special,Jogbani,Anand Vihar Terminus
12478,4070,Seemanchal Super Fast Special,Anand Vihar Terminus,Jogbani
12479,78027,Sehara Bazar - Bankura DEMU,Sehara Bazar,Bankura Junction
12480,56798,Sengottai - Tirunelveli Passenger,Sengottai,Tirunelveli Junction
12481,6659,Sengottai Kollam Express Special,Sengottai,Kollam Junction
